customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,LTV
6943,Anderson Ltd,Rodriguez,Joseph,(621)591-8755,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,4327,9818.52,8745.4
4611,"Wilkinson, Sanchez and Miller",Simpson,Kevin,+1-676-660-1228x44504,321 Spruce Dr,,Omaha,NE,68101,United States,3182,9437.35,2585.9
8714,Wiley-Brown,Dawson,Pamela,+1-524-984-3732x57163,123 Maple St,Apt 2,New York,NY,10001,United States,2358,7152.22,6461.64
5377,"Ross, Franklin and Benson",Conway,Mary,001-605-741-6019,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,7654,3810.55,1867.47
3698,"Valentine, Richardson and Jefferson",Mitchell,Mariah,(326)823-1826,159 Willow Ln,,Memphis,TN,38101,United States,4185,6107.6,9517.74
6460,Myers-Martinez,Robinson,James,817.805.2961,321 Spruce Dr,,Omaha,NE,68101,United States,6024,7045.66,6712.18
8491,Howard-House,Fuentes,Jessica,500-799-1737x373,321 Birch Blvd,,Houston,TX,77001,United States,6292,8130.97,3315.18
8744,"Norton, Gross and Pham",Roman,Monica,001-582-322-8644x776,687 High St,Apt 38,Munich,Saxony,60311,Germany,1511,4983.01,4931.03
9034,"Hill, York and Peters",Carter,Brooke,+1-344-983-4458,123 Cedar St,,Atlanta,GA,30301,United States,7643,5672.11,9389.08
7555,Bonilla Group,Yates,Amanda,(364)629-2721x0264,134 Redwood Dr,,Jacksonville,FL,32201,United States,9513,9074.78,7283.19
2911,Gray-Shelton,Martinez,Jay,547-498-8596x683,addressLine1,addressLine2,city,state,postalCode,country,1553,2323.44,4742.81
9154,Gonzalez Ltd,Boyd,Dale,+1-792-731-0946x0242,654 Elm St,Apt 4C,Phoenix,AZ,85001,United States,9255,1192.36,6661.0
2837,Thompson PLC,Jackson,Adrian,9034681667,159 Willow Ln,,Memphis,TN,38101,United States,3466,1636.31,9342.2
1065,Blanchard LLC,Campos,Eric,001-392-222-1771x6538,687 High St,Apt 38,Munich,Saxony,60311,Germany,3902,4067.49,8019.92
8492,Diaz-Cunningham,Olsen,Nicholas,+1-688-510-8295x2376,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,1124,5347.38,1166.26
6923,Blankenship LLC,Rios,Justin,+1-735-940-4713,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,7437,8611.22,6266.83
4590,Stewart LLC,Fowler,Christina,(302)851-2913x780,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,8591,7282.31,9785.1
7144,Wu Ltd,Rodriguez,Crystal,974.976.5729x5530,321 Cypress Cir,,El Paso,TX,79901,United States,7913,5865.46,6420.7
7292,Melton PLC,Gray,Lisa,001-890-932-2051,687 High St,Apt 38,Munich,Saxony,60311,Germany,4600,4887.35,5624.54
3618,"Grant, Hammond and Anderson",Winters,Daniel,995-214-4791x2093,951 Oak St,,Louisville,KY,40201,United States,8760,9096.68,8809.87
8386,Williams Group,Torres,Pamela,366.279.1296x643,321 Birch Blvd,,Houston,TX,77001,United States,1977,1754.22,8602.91
5355,"Willis, Merritt and Thomas",Clayton,Steven,(572)318-9053,133 Oak St,Apt 16,Venice,Campania,20100,Italy,6709,2941.5,3371.63
9251,"Lucas, Gallagher and Delgado",Baldwin,William,001-824-332-7080,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,3614,4578.16,6621.89
8409,"Richardson, Johnson and Vaughn",Lee,Shannon,484.640.5186,679 Dogwood Ln,,Indianapolis,IN,46201,United States,5937,3487.98,3233.17
6567,Stewart-Marquez,Rice,Christina,+1-503-924-8944x4353,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,5923,6600.42,7519.62
5797,Kemp Group,Reyes,Joel,001-680-699-0521x860,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,8995,7523.88,8097.03
8721,Cunningham and Sons,Murray,Lee,(801)319-0621x81393,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,2804,5530.96,5469.33
8120,Mendoza-Johns,Ashley,Amanda,231-403-0073x98228,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,5733,4181.5,1397.44
7101,Taylor-Zuniga,Morgan,Thomas,741.957.5274x21801,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,3670,4340.36,6369.83
1893,"Hamilton, Lamb and Miller",Wang,Larry,287-805-2023,987 Juniper Rd,,Boston,MA,02101,United States,1092,6192.52,7473.65
1880,Schroeder-Romero,Brown,Erica,+1-644-377-2925,467 Sycamore St,Apt 12,San Francisco,CA,94101,United States,9101,3734.58,5652.9
2333,Herrera LLC,Figueroa,Monica,642.553.5403x663,123 Chestnut St,,Detroit,MI,48201,United States,6423,9173.26,3660.41
5493,Rodriguez LLC,Ramsey,Rita,(733)475-9638,679 Dogwood Ln,,Indianapolis,IN,46201,United States,6652,1402.37,1320.28
6782,"Burton, Clayton and Lee",Camacho,Charles,(587)511-9359x5623,72 Main St,Apt 24,Utrecht,North Holland,3011,Netherlands,8844,7159.85,8106.32
3378,"Valencia, Sanchez and Jones",Barnett,Christopher,458-419-0173,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,5656,6073.4,4595.8
5561,Wu PLC,Hudson,Dylan,2007406056,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,7615,8522.86,7704.67
8198,"Russell, Burnett and Yang",Rodriguez,Tina,3075841604,907 Oak St,,Sacramento,CA,94203,United States,4884,4240.35,1724.71
4728,Schmidt and Sons,Manning,Veronica,(886)465-3441x407,907 Oak St,,Sacramento,CA,94203,United States,4919,9884.68,2058.06
2937,Carpenter-Green,Brown,Cory,+1-229-480-3893x73096,617 Park Ave,Apt 34,Leipzig,Hesse,04103,Germany,9321,2002.01,3156.16
2009,Patel Inc,Cardenas,Mary,631-976-9374x7371,789 Pine Cir,,Raleigh,NC,27601,United States,5682,6667.77,9109.56
6463,Velasquez Group,Adams,Holly,(356)201-4789,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,1589,1798.92,4653.2
1858,"Palmer, Oconnell and Little",Schultz,Thomas,001-393-831-0865x214,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,6097,7902.36,5858.87
2513,"Murray, Vincent and Brown",Scott,Kristina,(955)355-5294x9992,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,4651,8637.47,5728.58
1453,"Harvey, Grant and Carlson",Smith,Thomas,929-307-3361,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,6624,9390.76,3865.39
3071,"Booth, Rangel and Ayala",Castillo,David,(725)868-6020x37985,852 Maple Ave,,Cleveland,OH,44101,United States,9699,6876.44,8836.46
6094,Melton Inc,Mcguire,Aaron,670.535.8763,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,3108,2287.42,7758.38
9070,"Serrano, Thomas and Ortiz",Donaldson,Joseph,001-299-270-6869,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,8556,5502.56,9195.1
5780,Thomas-Reid,Kelly,Miguel,+1-856-571-8149,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,2735,3102.55,8814.57
4681,"Smith, Hunt and Lucas",Cunningham,James,(421)223-1174,439 Maple Ave,Apt 17,Turin,Lazio,20100,Italy,4019,6775.91,1278.99
1754,Torres-Smith,Moore,Shane,001-440-969-3824x213,addressLine1,addressLine2,city,state,postalCode,country,8299,1864.93,3399.88
5696,Moore-Johnson,Gibson,Gerald,837-772-0122,852 Maple Ave,,Cleveland,OH,44101,United States,9108,9832.69,9108.2
4463,Hill and Sons,Mason,Catherine,(434)244-4744x911,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,5497,5723.51,3846.18
2401,Jones PLC,Christensen,John,642-652-6925,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,3069,2233.2,9176.99
6832,Shaw-Snyder,James,Megan,899-383-0231,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,1157,1990.26,6218.64
6079,Wilson and Sons,Rivera,Jonathan,954-501-4170x3916,951 Oak St,Apt 7A,Tampa,FL,33601,United States,1743,6016.41,3843.07
1120,Figueroa-Johnson,Crawford,Charlotte,9596838217,687 High St,Apt 38,Munich,Saxony,60311,Germany,9823,9969.0,5551.21
3408,"Huynh, Ford and Davidson",Miller,Carla,(417)778-1463,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,2596,9127.86,7690.49
3456,"Barry, Goodman and Fields",Sanchez,Diana,935-475-5461,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,1354,6929.18,4455.22
8529,Murphy-Washington,Guerrero,Robert,(266)816-3130x0286,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,9025,7749.64,5369.53
1055,Reed Ltd,Diaz,Maurice,001-777-513-5070x358,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,1873,1193.73,9515.96
8169,"Kemp, Sanchez and Hale",Chang,Brett,001-969-910-8662x871,966 Park Ave,Apt 32,Naples,Campania,30100,Italy,3362,7408.82,3137.52
4435,"Richardson, Sanders and Olson",Alvarez,Thomas,(346)954-7873x03050,753 Birch Cir,Suite 4,Portland,OR,97201,United States,7569,8013.11,5134.55
7448,Martinez and Sons,Baker,Rhonda,5403818613,159 Sycamore Ln,,Wichita,KS,67201,United States,8807,9546.61,3362.7
9423,Ward-Clark,Dawson,Tammy,+1-996-749-6559x28219,321 Birch Blvd,,Houston,TX,77001,United States,8620,7093.61,6589.76
5990,Coleman-Marshall,Hudson,Joshua,599-719-1097,674 Park Ave,Apt 6,Leipzig,Hamburg,20095,Germany,6201,5238.12,2743.73
9774,Carson-Scott,Le,Scott,(844)531-2326,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,4157,2841.41,1070.28
5831,"Grant, Ferguson and Powell",Small,Lauren,353-350-5972x326,511 Main St,Apt 50,Marseille,Provence-Alpes-Côte d'Azur,31000,France,3184,5062.08,5539.7
9443,Vargas Group,Hopkins,Erin,(807)297-6863x0766,511 Main St,Apt 50,Marseille,Provence-Alpes-Côte d'Azur,31000,France,1589,3977.61,8320.47
3969,King PLC,Patel,Nicholas,6869248202,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,9365,6432.27,2419.52
5893,Gutierrez-Reynolds,Mejia,Mark,001-854-553-1565x89448,321 Birch Blvd,,Houston,TX,77001,United States,3232,6575.02,6337.48
